name,price,url,description_intro,"""VICTOR",***FREE***,***PREORDER,*NEW RELEASE,- EFFORTLESS SHUTTLE FLIGHT WITH EASY SWING AND POWER,20,3U BADMINTON RACKET,3U: MAXIMUM RECOMMENDED TENSION,4U: MAXIMUM RECOMMENDED TENSION,6.4MM SLIM SHAFT STRUCTURE,6.6MM HIGH ELASTIC SLIM CONTROL SHAFT,6.6MM HIGH ELASTIC SLIM SHAFT,6.8MM SLIM SHAFT,<<<DISCONTINUED LEGACY ITEM,A DESIGN BREAKTHROUGH,ADVANCED CARBON FIBER CONSTRUCTION,AERODYNAMIC CROSS-SECTION SYSTEM,AERODYNAMIC CROSS-SECTION SYSTEM & LOW WIND RESISTANCE FRAME,AERODYNAMIC FRAME PROFILE,AGILE & FLEXIBLE DESIGN,ARS-LF80 | ARS,BALANCE,BALANCE POINT,BOOST,BOX FRAME DESIGN,CASE,CAUTION,CHARACTERISTICS,CLASSIC BRAVESWORD BALANCE AND FEEL,COLOR,COMBAT,COMPOSITION,COMPOUND-SWORD,COMPREHENSIVE SHOCK ABSORPTION,CONICAL DYNAMIC TAPER SHAFT,CONICAL FRAME,DESCRIPTIONS,DESIGNED FOR,"DIFFERENT FRAME STRUCTURES-INCLUDING POWER-BOX, DIAMOND, AERO, AND AERDYNAMIC","DIFFERENT FRAME STRUCTURES-INCLUDING POWER-BOX, DIAMOND, AERO, AND AERODYNAMIC",DRIVE,DYNAMIC FRAME,DYNAMIC FRAME SYSTEM,ELASTIC REBOUND SYSTEM,ELASTIC SHAFT & SHAFT TORSION CONTROL,ETA,EXPLOSIVE TAPER,FLEX,FRAME,FRAME MATERIAL,FRAME SHAPE,FREE CORE,FRTP TECH,FULL LENGTH,GIFT BOX INCLUDE,GIFT BOX INCLUDES,GRAVITY TRANSFER SYSTEM,GRIP,GRIP LENGTH,GRIP SIZE,HARD CORED TECHNOLOGY,HARD WIND WHEEL FRAME,HARD-CORED TECHNOLOGY,HDF SHOCK ABSORPTION SYSTEM / CUBIC LOCKING,HIGH DENSITY COMPOSITE SHOCK ABSORPTION SYSTEM,HIGH ELASTIC CARBON FIBER (FRAME & SHAFT MATERIAL),HIGH-DENSITY SHOCK ABSORPTION SYSTEM,HIGHLIGHTS,HOT MELT TECHNOLOGY,HYBRID-ON,INCLUDES,INNOVATIVE NANO RESIN TECHNOLOGY,INSPIRED BY THE MARVEL SUPERHERO,INSTINCT,ISOMETRIC,JOINT,KEYWORD,LAUNCH DATE,LENGTH,LOW WIND RESISTANCE FRAME,MADE IN,MATERIAL,MAXIMUM RACKET TENSION,METALLIC CARBON FIBER,MULTI-DIMENSIONAL COMPOSITE CONTROL SYSTEM,MUSCLE POWER FRAME,NET QUANTITY,NEXT-GEN FRAME,NOTE,OTHERS,OVERALL LENGTH,PLAYER LEVEL,PLAYER TYPE,POWER-BIASED CONTROL DESIGN,POWERBOX,POWERRING,PREORDER ONLY,PRESSURE SHOCK ABSORPTION SYSTEM,PRODUCT,PRODUCT CODE,PRODUCT LAUNCH DATE,PRODUCT RANGE,PRODUCT TYPE,PYROFIL,RACKET CASES CAN BE PURCHASED HERE,RACKET GRIP SIZE,REBOUND-TRANSITION CONSTRUCTION,RECOMMENDED STRING TENSION,RELEASE,RELEASE DATE,SET INCLUDES,SEVENTYSIX-76,SHAFT,SHAFT FLEXIBILITY,SHAFT MATERIAL,SHAFT THICKNESS,SHAFT THICKNESS MM,SHOCK ABSORPTION HANDLE & DUAL/COMPOSITE SHOCK ABSORPTION SYSTEM,SOFT FLEX SHAFT,SOLID HYPER-ELASTIC SHAFT,SONIC-REBOUND TECHNOLOGY,SPEAR 93 BADMINTON RACKET,STABLE TAPER CONE,STIFFNESS,STRING,STRING TENSION,STRING TENSION LBS,STRINGING SERVICE,STRINGING TENSION,STRINGS,STYLE CODE,TENSION,"THE ""YINGCREDIBLE",THE COMPOUND FRAME DESIGN CAN BE DIVIDED INTO THREE MAJOR PARTS,THE NEW LI-NING AXFORCE 100,THE NEW LI-NING AXFORCE 100 (AYPV039),TOUGH STRUCTURE,"TRI-FORMATION: DIFFERENT FRAME STRUCTURES-INCLUDING POWER-BOX, DIAMOND, AERO, AND AERDYNAMIC",TYPE,ULTRA-LIGHTWEIGHT CONSTRUCTION,VICTOR BRAVE SWORD TECHNOLOGY SUPER INSIDER WAVE TECHNOLOGY COMBINED WITH BRAVE SWORD TECHNOLOGY,"VICTOR｜ULTRAMAN COLLECTION FEATURES AN COLLABORATION SERIES OF RACKETS, SHOES, BAGS, APPAREL, AND ACCESSORIES",WEIGHT,WEIGHT / GRIP SIZE,WES,WORLD WIDE LAUNCH DATE
Victor Dragon Jetspeed JS-CNY GB D Giftbox Collection,$239.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-2024-chinese-new-year-jetspeed-racket-giftbox-collection,"Victor Dragon Jetspeed JS-CNY GB D Badminton Racquet Set Transmitting cultural genes through a fusion of Dragon year-themed graphic design and zodiac elements. AERO-SWORD enhances the speed of each serve, and FREE CORE allows for versatile changes in angles. Overwhelm your opponent with powerful attacks. If you want to have the pack of strings strung on this racket, labor fee of $17 will apply. Gift Box Include: 1. Jetspeed Racket x 1 High ResilienceModulusGraphite+Nano Resin High ResilienceModulusGraphite+Nano Resin+6.8 SHAFT Collection for Victor CNY 2024 Product Details: NANO TEC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. Jetspeed Racket x 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Thruster Chinese New Year Giftbox Collection,$169.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-2025-thruster-chinese-new-year-giftbox-collection,"VICTOR 2025 Chinese New Year Collection launches a variety of festive products, bringing fortune and luck to celebrate the new year with you! If you want to have the pack of strings strung on this racket, labor fee of $17 will apply. Gift Box Include: •Badminton Racket TK-CNY GB (Inner grip tape not included) •Racket Strings VS-63CNY •Grip Tape GR262CNY-3 •Racket Bag F-3262 •Synthetic Shuttlecocks NCSCNY Collection for Victor CNY 2025 POWERBOX The box-shaped design effectively increases the stability and anti-torque, can stand higher string tension. NANO TEC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor 55th Anniversary Brave Sword 12 DLUX Gift Box Set [BRS-12-DLUX-GB-B],$339.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-55th-anniversary-brave-sword-12-dlux-gift-box-set-brs-12-dlux-gb-b,Weight / Grip Size: 4U/ G5 String tension LBS: ≦28 lbs(12.5kg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Resilience Modulus Graphite + HARD CORED TECHNOLOGY + Nano Resin,,,,,,Brave Sword 12 DLUX x 1; F-3344 Crossbody Bag; UAKA 1953 55th Anniversary Badge x1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,≦28 lbs(12.5kg),,,,,,,,,,,,,,"shaped like a kinghts sword - provides an aerodynamic and powerful frame. The Brave Sword 12 uses new technology to reduce air resistance during a swing by 10%. The diamond-shaped design cuts through the air like a sword, vastly reducing air resistance while encouraging nimble handling. While the inner-waves technology provides more consistent and stable shots. great racket for those who are looking for a all around performance racquet.",,,4U/ G5,,
Victor 55th Anniversary Brave Sword 12 SE Unstrung Badminton Racket [Midnight Blue],$229.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-55th-anniversary-brave-sword-12-se-unstrung-badminton-racket-brs-12-se-b,Color: Midnight Blue Weight / Grip Size: 3U / G5 4U / G5 String tension LBS: 3U≦30 lbs(13.5kg) 4U≦28 lbs(12.5kg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Resilience Modulus Graphite + HARD CORED TECHNOLOGY + Nano Resin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,With exclusive racket bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"shaped like a kinghts sword - provides an aerodynamic and powerful frame. The Brave Sword 12 uses new technology to reduce air resistance during a swing by 10%. The diamond-shaped design cuts through the air like a sword, vastly reducing air resistance while encouraging nimble handling. While the inner-waves technology provides more consistent and stable shots. great racket for those who are looking for a all around performance racquet.",,,,,
Victor AL3000 Beast Tamer Strung Badminton Racket [Blue],$23.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-al3000-beast-tamer-strung-badminton-racket-blue,The Victor Beast Tamer badminton racquet is an ideal institutional racquet that is 100% aluminum and extremely durable. This is perfect for back yard family play or for kids in general. Victor | AL-3000 | AL3000 | AL 3000 | Beast Tamer | badminton | racket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Arrow Power 9000 Strung Badminton Racket,$84.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-arrow-power-9000-badminton-racket,The Arrow Power is a stiff frame that is ideal for badminton players with an aggressive attacking style of game. Length：675 mm Weight：3U/4U Frame Material： Hi Tech Graphite + Nano Tec + 6.8 SHAFT Shaft Material：Hi Tech Graphite Made in China ap9000 | ap 9000 | arrowpower | arrow | power | 9000 | badminton racquet | stiff | attacking | victor sport AP-@9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor ARS-2800 Strung Badminton Racket,$69.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-ars-2800-strung-badminton-racket,"The ARS-2800 is engineered for precision and built for speed, making it the go-to option for athletes venturing into the advanced tier of badminton gear. It represents an ideal mix of cost-effectiveness and superior performance, standing as the foremost introductory graphite racket on the market. Arriving just in time for the high school badminton season, the ARS-2800 promises to elevate your game with its outstanding power and craftsmanship.",,,,,,,,,,,,,,,,,,,,,,Head Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S○○○●○F,,,,,,,,,,,,,,,,,,,,,,
Victor ARS-CS-Set Crayon Shinchan Strung Badminton Racket Set,$159.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-ars-cs-set-crayon-shinchan-badminton-racket-set,VICTOR X CRAYON SHINCHAN VICTOR X CRAYON SHINCHAN RACKET SET ARS-CS SET QP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Auraspeed 100X H Unstrung Badminton Racket [Gray],$189.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-auraspeed-100x-h-unstrung-badminton-racket-gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Auraspeed 100X TD Unstrung Badminton Racket [Black/Orange] ARS-100X-TD-CO,$149.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-auraspeed-100x-td-unstrung-badminton-racket-black-orange-ars-100x-td-co,"3U/G5 4U/G5 Shaft Material: Product Technologies SEVENTYSIX The single-pass grommet hole construction creates less friction between strings, this effectively reduces tension loss, while extending string life. PYROFIL PYROFIL carbon fiber and its composites, are advanced high-performance material from Japan. The characteristic of high intensity bonds ultra-light offers racket excellent shock-absorption and enhances control. NANO FORTY TR Built on the strengths of the NANO FORTIFY TR, the NANO FORTIFY TR+ is engineered with an advanced, more durable carbon-fiber that is firm but offers pleasing resilience and hand-feel DYNAMIC-SWORD Based on the principles of aerodynamics, the DYNAMIC-SWORD is further upgraded from the SWORD b adjusting different positions on the frame accordingly: 12 and 6 o'clock positions are made inward; 3 and 9 o'clock positions are made outward. The blade-like frame structure has a larger sectional area to direct airflow, making returns faster and smoother. FREE CORE Designed by computer simulation and aided with the adoption of injection moulding technique, this revolutionized handle style allows the shaft to move more freely, which can not only make swings smoother but also improve overall handling experience. SRS The recovery performance enhanced by high modulus material unleashes the shaft's elasticity potential and creates fast rebound. POWERRING The integrated force of the shaft and FREECORE creates a sturdy handling and phenomenal elasticity. Auraspeed 100X TD | Auraspeed | auraspeed100 | auraspeed100x | ars-100x td | ars100x | badminton racket | 勝利 | 突擊 | Victor | 2025 | ARS-100X-TD-CO | ARS100XTDCO |",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Auraspeed 100X ULTRA Unstrung Badminton Racket [Green Wraith],$269.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-auraspeed-100x-ultra-unstrung-badminton-racket,Victor Auraspeed 100X ULTRA G Unstrung Badminton Racket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Green Wraith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICTOR AURASPEED 10L Unstrung Badminton Racket [Dark Violet] ARS-10L/J,$76.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-auraspeed-10l-badminton-racket-dark-violet-ars-10l-j,"Seven Six The single-pass grommet hole construction creates less friction between strings, this effectively reduces tension loss, while extending string life. COMPOUND-SWORD The compound frame design can be divided into three major parts: The upper section is made with fan-shaped structure to lower wind resistance and accelerate each swing. The Compound-Sword structure in the middle section is designed to lighten the filler and enable fast rebound. Finally, the lower section is built in airfoil structure to lower wind resistance and keep excellent anti-torsion performance in a ""whipping"" style which helps to create steeper and quicker attacks with satisfying control. Ultra Thin Frame A design breakthrough—ULTRA-THIN FRAME is 7% thinner than the frame of traditional rackets, helping improve the player’s swing speed while maintaining the stiffness and anti-torsion performance of the frame. Auraspeed10L J | Auraspeed 10 L | auraspeed 10L | aura speed 10L | victor aura | aura speed | 10L | ARS | 神速 | VICTOR勝利 | ARS10LJ | ARS 10L J | ars 10L-J | ARS-10-L-J | auraspeed 10 L J | auraspeed 10LJ | ars-10l j | light | ars-10L | ars-10 | ars-10lj | ars10lj | ars10lj | ARS-10L/J | purple",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The upper section is made with fan-shaped structure to lower wind resistance and accelerate each swing. The Compound-Sword structure in the middle section is designed to lighten the filler and enable fast rebound. Finally, the lower section is built in airfoil structure to lower wind resistance and keep excellent anti-torsion performance in a ""whipping"" style which helps to create steeper and quicker attacks with satisfying control.",,,,,,,,,,,,
VICTOR AURASPEED 110 CL Pre-strung Badminton Racket [Orange] ARS-110CLE,$44.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-auraspeed-110-cl-pre-strung-badminton-racket-orange-ars-110cle,Auraspeed110CL | Auraspeed 110 CL | auraspeed 110CLE | aura speed 110 CL E | victor aura | aura speed | 110CL | ARS | 神速 | VICTOR勝利 | ARS110CLE | ARS 11 CL E | ars 110-CLE | ARS-110-CL-E | auraspeed 110 CL E | auraspeed 110CL E | ars-110 CLE | ars-110CL | ars-110 | ars-110CL | ARS110CL |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Auraspeed 11B Strung Badminton Racket [Blue] ARS-11B,$84.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-auraspeed-11b-strung-badminton-racket-blue-ars-11b,"≤ 26 lbs(11.5Kg) Graphite + Resin SEVEN SIX The single-pass grommet hole construction creates less friction between strings, this effectively reduces tension loss, while extending string life. Auraspeed 11B | Auraspeed11B | Auraspeed | Auraspeed-11B | ARS-11B | ars11b | badminton racket | badminton racket set | 勝利 | 突擊 | Victor | 神速 | 2022 | ars-11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Auraspeed 1JR Strung Badminton Racket ARS-1JR,$19.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-auraspeed-1jr-strung-badminton-racket-ars-1jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICTOR AURASPEED 30H Strung Badminton Racket [Dark Purple],$99.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-auraspeed-30h-strung-badminton-racket-dark-purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dark Purple, Red",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICTOR AURASPEED 3200H Pre-strung Badminton Racket [Gainsboro/Grey] ARS-3200H,$69.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-auraspeed-3200h-pre-strung-badminton-racket-grey-ars-3200h,Auraspeed3200H | Auraspeed 3200-H | auraspeed 3200 h | aura speed 3200 h | victor aura | aura speed | 3200h | ARS | 神速 | VICTOR勝利 | ARS3200h | ARS 3200 h | ars 3200-h | ARS-3200-h | auraspeed 3200 h | auraspeed 3200h | ars-3200 h | ars-3200h | ars-3200 | ars3200 | ars-3200/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Auraspeed 33H C Unstrung Badminton Racket [Moonless Night],$159.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-auraspeed-33h-c-unstrung-badminton-racket-moonlessnight,Response NANO TEC:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Auraspeed 77F Unstrung Badminton Racket [Light Pink/Blue],$239.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-auraspeed-77f-unstrung-badminton-racket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Auraspeed 80X Unstrung Badminton Racket,$169.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-auraspeed-80x-badminton-racket,3U/G5 4U/G5 Made in china,,,,,,,,,,,,,,,,,,,,,,HH ○ ○ ●○○ HL,,,,,,,,,,,,,,,,,,,,,,,,,,S ○●○○○ F,,,,,,,,,,,,,,,"Inspired by military helicopters, this is a multilayered structure made with carbon fibre, composites and minimal material size, reinforcing handling feel and performance at critical times.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R.T.C technology, based on scientifically-design structure and data analysis, introduces a 'reflection point' to the frame's key spots to maximise the rebound performance, which drastically improves the quality and speed of each swing.",,,,,"The single-pass grommet hole construction creates less friction between the strings, allowing it to reduce tension loss and extend string life effectively.",,,,,,,,,"Sonic-Rebound Technology integrates R.T.C with high resilient modulus graphite material to enable swift and all-around rebound performance, redefining what a 'Speed' racket can be.",,,,,,,,,,,,,,,,,,,,,,,,,
VICTOR AURASPEED 9 Strung Badminton Racket [ARS-9],$94.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-auraspeed-9-strung-badminton-racket-ars-9,"String tension LBS 3U≦26 lbs(11.5kg) 4U≦24 lbs(10.5kg) Frame Material: Graphite+ Resin Shaft Material: Graphite+ Resin+6.8 SHAFT Stiffness: S○○○○●F SEVEN SIX: The single-pass grommet hole construction creates less friction between strings, this effectively reduces tension loss, while extending string life. made in China Auraspeed9 | aura speed 9 | victor aura | aura speed | | ARS | 神速 | VICTOR勝利 | ARS-9-R | ARS-9-T | ARS9R | ARS9T | 2024 | ARS-9/R | ARS-9/T",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Graphite+ Resin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Graphite+ Resin+6.8 SHAFT,,,,,,,,,S○○○○●F,,,,,,,,,,,,,,,,,,,,,,
VICTOR AURASPEED 9000 Pre-strung Badminton Racket [Bosphorus] ARS-9000G,$99.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-auraspeed-9000-pre-strung-badminton-racket-green-ars-9000g,"The Victor Auraspeed 9000 G offers a fast and agile swing, featuring a flexible 7.0 SHAFT and a head-light balance to enhance maneuverability while maintaining power. Designed for beginner to intermediate players with an all-around playstyle, it provides quick racket handling and responsive control. Incorporating Victor's AERO- SWORD frame and FREE CORE handle technologies, this racket ensures increased swing speed, reduced air resistance, and supports string tensions up to 30 lbs. 4U/G5 4U:≦30 lbs(13.5Kg) High Resilience Graphite + Nano Resin + 7.0 SHAFT China AERO-SWORD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Auraspeed 90F TD Unstrung Badminton Racket [Light Blue],$179.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-auraspeed-90f-td-unstrung-badminton-racket-blue,"Color : Light Blue PYROFIL - carbon fibre and its composites, are advanced high-performance materials from Japan. The characteristic of high intensity bonds ultra-light offer racket excellent shock-absorption and enhance control. SeventySix-76 - The single-pass grommet hole construction creates less friction between the strings, this effectively reduces tension loss, while extending string life DYNAMIC-SWORD Based on the principles of aerodynamics, the DYNAMIC-SWORD is further upgraded from the SWORD b adjusting different positions on the frame accordingly: 12 and 6 o'clock positions are made inward; 3 and 9 o'clock positions are made outward. The blade-like frame structure has a larger sectional area to direct airflow, making returns faster and smoother. FREE CORE Designed by computer simulation and aided with the adoption of injection moulding technique, this revolutionized handle style allows the shaft to move more freely, which can not only make swings smoother but also improve overall handling experience, ARS-90F-TD | ars90F | auraspeed 90F | auraspeed | ars90F | victor | badminton racket | racquet | 神速 | 勝利 | intermediate | advanced | ARS | head light | ARS-90F-TD-M | ARS90FTDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Light Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"carbon fibre and its composites, are advanced high-performance materials from Japan. The characteristic of high intensity bonds ultra-light offer racket excellent shock-absorption and enhance control.",,,,,,,,"The single-pass grommet hole construction creates less friction between the strings, this effectively reduces tension loss, while extending string life",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Auraspeed 90F Unstrung Badminton Racket [Medium Purple],$239.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-auraspeed-90f-unstrung-badminton-racket-medium-purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Light Blue , Medium Purple",,,,,,,,,,,,,,,,,,,,High ResilienceModulus Graphite +Nano Fortify TR＋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"carbon fibre and its composites, are advanced high-performance materials from Japan. The characteristic of high intensity bonds ultra-light offer racket excellent shock-absorption and enhance control.",,,,,,,,"The single-pass grommet hole construction creates less friction between the strings, this effectively reduces tension loss, while extending string life",,,High ResilienceModulus Graphite +PYROFIL +6.8 SHAFT,,,,,,,,,,,,"4U:≦28 lbs(12.5Kg), 5U:≤27 lbs(12Kg)",,,,,,,,,,,,,,,,,"4U / G6, 5U / G6",,
Victor Auraspeed 90K II B Unstrung Badminton Racket [Midnight Blue],$214.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-auraspeed-90k-ii-b-unstrung-badminton-racket,"ETA: Around Dec 2022 Made in China ARS-90K II is further equipped with WES2.0 to enable quick recovery, efficient force transmission, and sharper downward angles for attack play. ARS-90K II takes midnight blue as the main tone. It is cleverly decorated with lightning motifs and graffiti elements. The translucent front cap and end cap are brought together with a synthetic handle for a complete design. With WES2.0 and ANTI-TORSION SYSTEM built-in on the inside and a visually impactful design on the outside, ARS-90K II is specifically aimed at players who excel at fast-changing paced games. SEVENTYSIX The single-pass grommet hole construction creates less friction between strings, this effectively reduces tension loss, while extending string life. PYROFIL PYROFIL carbon fiber and its composites, are advanced high-performance material from Japan. The characteristic of high intensity bonds ultra-light offers racket excellent shock-absorption and enhances control. NANO FORTIFY TR Built on the strengths of the NANO FORTIFY TR, the NANO FORTIFY TR + is engineered with an advanced, more durable carbon-fiber that is firm but offers pleasing resilience and hand-feel.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Around Dec 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R.T.C technology, based on scientifically-design structure and data analysis, introduces a 'reflection point' to the frame's key spots to maximise the rebound performance, which drastically improves the quality and speed of each swing.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
