name,price,url,description_intro,"""VICTOR",***FREE***,***PREORDER,*NEW RELEASE,- EFFORTLESS SHUTTLE FLIGHT WITH EASY SWING AND POWER,20,3U BADMINTON RACKET,3U: MAXIMUM RECOMMENDED TENSION,4U: MAXIMUM RECOMMENDED TENSION,6.4MM SLIM SHAFT STRUCTURE,6.6MM HIGH ELASTIC SLIM CONTROL SHAFT,6.6MM HIGH ELASTIC SLIM SHAFT,6.8MM SLIM SHAFT,<<<DISCONTINUED LEGACY ITEM,A DESIGN BREAKTHROUGH,ADVANCED CARBON FIBER CONSTRUCTION,AERODYNAMIC CROSS-SECTION SYSTEM,AERODYNAMIC CROSS-SECTION SYSTEM & LOW WIND RESISTANCE FRAME,AERODYNAMIC FRAME PROFILE,AGILE & FLEXIBLE DESIGN,ARS-LF80 | ARS,BALANCE,BALANCE POINT,BOOST,BOX FRAME DESIGN,CASE,CAUTION,CHARACTERISTICS,CLASSIC BRAVESWORD BALANCE AND FEEL,COLOR,COMBAT,COMPOSITION,COMPOUND-SWORD,COMPREHENSIVE SHOCK ABSORPTION,CONICAL DYNAMIC TAPER SHAFT,CONICAL FRAME,DESCRIPTIONS,DESIGNED FOR,"DIFFERENT FRAME STRUCTURES-INCLUDING POWER-BOX, DIAMOND, AERO, AND AERDYNAMIC","DIFFERENT FRAME STRUCTURES-INCLUDING POWER-BOX, DIAMOND, AERO, AND AERODYNAMIC",DRIVE,DYNAMIC FRAME,DYNAMIC FRAME SYSTEM,ELASTIC REBOUND SYSTEM,ELASTIC SHAFT & SHAFT TORSION CONTROL,ETA,EXPLOSIVE TAPER,FLEX,FRAME,FRAME MATERIAL,FRAME SHAPE,FREE CORE,FRTP TECH,FULL LENGTH,GIFT BOX INCLUDE,GIFT BOX INCLUDES,GRAVITY TRANSFER SYSTEM,GRIP,GRIP LENGTH,GRIP SIZE,HARD CORED TECHNOLOGY,HARD WIND WHEEL FRAME,HARD-CORED TECHNOLOGY,HDF SHOCK ABSORPTION SYSTEM / CUBIC LOCKING,HIGH DENSITY COMPOSITE SHOCK ABSORPTION SYSTEM,HIGH ELASTIC CARBON FIBER (FRAME & SHAFT MATERIAL),HIGH-DENSITY SHOCK ABSORPTION SYSTEM,HIGHLIGHTS,HOT MELT TECHNOLOGY,HYBRID-ON,INCLUDES,INNOVATIVE NANO RESIN TECHNOLOGY,INSPIRED BY THE MARVEL SUPERHERO,INSTINCT,ISOMETRIC,JOINT,KEYWORD,LAUNCH DATE,LENGTH,LOW WIND RESISTANCE FRAME,MADE IN,MATERIAL,MAXIMUM RACKET TENSION,METALLIC CARBON FIBER,MULTI-DIMENSIONAL COMPOSITE CONTROL SYSTEM,MUSCLE POWER FRAME,NET QUANTITY,NEXT-GEN FRAME,NOTE,OTHERS,OVERALL LENGTH,PLAYER LEVEL,PLAYER TYPE,POWER-BIASED CONTROL DESIGN,POWERBOX,POWERRING,PREORDER ONLY,PRESSURE SHOCK ABSORPTION SYSTEM,PRODUCT,PRODUCT CODE,PRODUCT LAUNCH DATE,PRODUCT RANGE,PRODUCT TYPE,PYROFIL,RACKET CASES CAN BE PURCHASED HERE,RACKET GRIP SIZE,REBOUND-TRANSITION CONSTRUCTION,RECOMMENDED STRING TENSION,RELEASE,RELEASE DATE,SET INCLUDES,SEVENTYSIX-76,SHAFT,SHAFT FLEXIBILITY,SHAFT MATERIAL,SHAFT THICKNESS,SHAFT THICKNESS MM,SHOCK ABSORPTION HANDLE & DUAL/COMPOSITE SHOCK ABSORPTION SYSTEM,SOFT FLEX SHAFT,SOLID HYPER-ELASTIC SHAFT,SONIC-REBOUND TECHNOLOGY,SPEAR 93 BADMINTON RACKET,STABLE TAPER CONE,STIFFNESS,STRING,STRING TENSION,STRING TENSION LBS,STRINGING SERVICE,STRINGING TENSION,STRINGS,STYLE CODE,TENSION,"THE ""YINGCREDIBLE",THE COMPOUND FRAME DESIGN CAN BE DIVIDED INTO THREE MAJOR PARTS,THE NEW LI-NING AXFORCE 100,THE NEW LI-NING AXFORCE 100 (AYPV039),TOUGH STRUCTURE,"TRI-FORMATION: DIFFERENT FRAME STRUCTURES-INCLUDING POWER-BOX, DIAMOND, AERO, AND AERDYNAMIC",TYPE,ULTRA-LIGHTWEIGHT CONSTRUCTION,VICTOR BRAVE SWORD TECHNOLOGY SUPER INSIDER WAVE TECHNOLOGY COMBINED WITH BRAVE SWORD TECHNOLOGY,"VICTOR｜ULTRAMAN COLLECTION FEATURES AN COLLABORATION SERIES OF RACKETS, SHOES, BAGS, APPAREL, AND ACCESSORIES",WEIGHT,WEIGHT / GRIP SIZE,WES,WORLD WIDE LAUNCH DATE
Yonex ASTROX 99 Play Strung Badminton Racket [Cherry Sunburst],$99.99 CAD,https://yumo.ca/collections/badminton-rackets/products/yonex-2021-astrox-99-play-strung-badminton-racket-cherry-sunburst,Designate for beginners / introductory model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"White Tiger , Cherry Sunburst",,,,,,,,,,,,,,,,,,,Graphite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Astrox 99 Play,,,,,,,,,,,,,,Graphite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4U(Avg. 83g)5,,
Yonex ASTROX 99 Play Strung Badminton Racket [White Tiger],$99.99 CAD,https://yumo.ca/collections/badminton-rackets/products/yonex-2021-astrox-99-play-strung-badminton-racket-white,Designate for beginners / introductory model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"White Tiger , Cherry Sunburst",,,,,,,,,,,,,,,,,,,Graphite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Astrox 99 Play,,,,,,,,,,,,,,Graphite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4U(Avg. 83g)5,,
Yonex ASTROX 99 Pro Unstrung Badminton Racket [White Tiger],$309.99 CAD,https://yumo.ca/collections/badminton-rackets/products/yonex-2021-astrox-99-pro-strung-badminton-racket-white-tiger,Designate for professional Athlete Premium model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"White Tiger, Cherry Sunburst",,,,,,,,,,,,,,,,,,,HM Graphite+Namd+VOLUME CUT RESIN+Tungsten,,,,,,,,,,,,,,,,,,,,,,,,,,,New Built-in T-Joint,,,,,,,,,,,,,,,,,,,,,,,Astrox 99 Pro,,,,,,,,,,,,,,HM Graphite+Namd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3U(Avg. 88g)4, 4U(Avg. 83g)5",,
Yonex ASTROX 99 Pro Unstrung Badminton Racket [Cherry Sunburst],$309.99 CAD,https://yumo.ca/collections/badminton-rackets/products/yonex-2021-astrox-99-pro-unstrung-badminton-racket-cherry-sunburst,Designate for professional Athlete Premium model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"White Tiger, Cherry Sunburst",,,,,,,,,,,,,,,,,,,HM Graphite+Namd+VOLUME CUT RESIN+Tungsten,,,,,,,,,,,,,,,,,,,,,,,,,,,New Built-in T-Joint,,,,,,,,,,,,,,,,,,,,,,,Astrox 99 Pro,,,,,,,,,,Late September 2021 / ETA early October,,,,HM Graphite+Namd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3U(Avg. 88g)4, 4U(Avg. 83g)5",,
Yonex ASTROX 99 Tour Strung Badminton Racket [Cherry Sunburst],$199.99 CAD,https://yumo.ca/collections/badminton-rackets/products/yonex-2021-astrox-99-tour-strung-badminton-racket-cherry-sunburst,Designate for high Performance Advanced model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"White Tiger, Cherry Sunburst",,,,,,,,,,,,,,,,,,,HM Graphite＋NANOMESH NEO＋VOLUME CUT RESIN＋Tungsten,,,,,,,,,,,,,,,,,,,,,,,,,,,New Built-in T-Joint,,,,,,,,,,,,,,,,,,,,,,,Astrox 99 Tour,,,,,,,,,,Mid October 2021,,,,HM Graphite+Namd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4U(Avg. 83g)5,,
Yonex ASTROX 99 Tour Strung Badminton Racket [White Tiger],$199.99 CAD,https://yumo.ca/collections/badminton-rackets/products/yonex-2021-astrox-99-tour-strung-badminton-racket-white-tiger,Designate for high Performance Advanced model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"White Tiger, Cherry Sunburst",,,,,,,,,,,,,,,,,,,HM Graphite＋NANOMESH NEO＋VOLUME CUT RESIN＋Tungsten,,,,,,,,,,,,,,,,,,,,,,,,,,,New Built-in T-Joint,,,,,,,,,,,,,,,,,,,,,,,Astrox 99 Tour,,,,,,,,,,Mid October 2021,,,,HM Graphite+Namd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4U(Avg. 83g)5,,
Yonex Arcsaber 11 Play Strung Badminton Racket [Red],$99.99 CAD,https://yumo.ca/collections/badminton-rackets/products/yonex-2022-arcsaber-11-play-strung-badminton-racket-red,"The Arcsaber 11 is designed to deliver pinpoint accuracy in the heat of lightening fast rallies. Neo CS CARBON NANOTUBE, refined by YONEX engineers, allows the racquet to achieve new levels of frame flexibility holding the shuttle on the string bed for even longer, for greater control at the point of impact, to allow you hit counter receive shots with the accuracy and speed you need to kill the point. Features The ARCSABER frame is designed to flex at the point of impact to hold the shuttle on the string bed for longer. By storing and then releasing energy, ARCSABER delivers precise shot-making for players seeking a higher level of control. Positioned at the sides of the racquet, CS Carbon Nanotubes improve the frame’s elasticity, holding the shuttle on the string bed for enhanced control at the point of impact.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yonex Arcsaber 11 Pro Unstrung Badminton Racket [Red],$289.99 CAD,https://yumo.ca/collections/badminton-rackets/products/yonex-2022-arcsaber-11-pro-badminton-racket-red,"The Arcsaber 11 is designed to deliver pinpoint accuracy in the heat of lightening fast rallies. Neo CS CARBON NANOTUBE, refined by YONEX engineers, allows the racquet to achieve new levels of frame flexibility holding the shuttle on the string bed for even longer, for greater control at the point of impact, to allow you hit counter receive shots with the accuracy and speed you need to kill the point. Features The ARCSABER frame is designed to flex at the point of impact to hold the shuttle on the string bed for longer. By storing and then releasing energy, ARCSABER delivers precise shot-making for players seeking a higher level of control. Positioned at the sides of the racquet, CS Carbon Nanotubes improve the frame’s elasticity, holding the shuttle on the string bed for enhanced control at the point of impact.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yonex Arcsaber 11 Tour Strung Badminton Racket [Red],$199.99 CAD,https://yumo.ca/collections/badminton-rackets/products/yonex-2022-arcsaber-11-tour-badminton-racket-red,"The Arcsaber 11 is designed to deliver pinpoint accuracy in the heat of lightening fast rallies. Neo CS CARBON NANOTUBE, refined by YONEX engineers, allows the racquet to achieve new levels of frame flexibility holding the shuttle on the string bed for even longer, for greater control at the point of impact, to allow you hit counter receive shots with the accuracy and speed you need to kill the point. Features The ARCSABER frame is designed to flex at the point of impact to hold the shuttle on the string bed for longer. By storing and then releasing energy, ARCSABER delivers precise shot-making for players seeking a higher level of control. Positioned at the sides of the racquet, CS Carbon Nanotubes improve the frame’s elasticity, holding the shuttle on the string bed for enhanced control at the point of impact.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yonex Astrox 01 Ability Pre-Strung Badminton Racket,$74.99 CAD,https://yumo.ca/collections/badminton-rackets/products/yonex-2022-astrox-01-ability-pre-strung-badminton-racket-red,"Yonex Astrox 01 Ability Pre-Strung Badminton Racket DESCRIPTIONS: This racket is for players, especially beginners, who don't have their preference in racket type and playstyle and often choose racket with design.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This racket is for players, especially beginners, who don't have their preference in racket type and playstyle and often choose racket with design.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yonex Astrox 01 Clear Pre-Strung Badminton Racket,$74.99 CAD,https://yumo.ca/collections/badminton-rackets/products/yonex-2022-astrox-01-clear-pre-strung-badminton-racket-blue,"Yonex Astrox 01 Clear Pre-Strung Badminton Racket DESCRIPTIONS: This racket is for players, especially beginners, who don't have their preference in racket type and play style and often choose racket with design.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This racket is for players, especially beginners, who don't have their preference in racket type and play style and often choose racket with design.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yonex Astrox 01 Feel Pre-Strung Badminton Racket,$74.99 CAD,https://yumo.ca/collections/badminton-rackets/products/yonex-2022-astrox-01-feel-pre-strung-badminton-racket-lime,"Yonex Astrox 01 Feel Pre-Strung Badminton Racket DESCRIPTIONS: This racket is for players, especially beginners, who don't have their preference in racket type and playstyle and often choose racket with design.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This racket is for players, especially beginners, who don't have their preference in racket type and playstyle and often choose racket with design.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yonex Isometric TR0 Badminton Training Racket Strung [Green],$89.99 CAD,https://yumo.ca/collections/badminton-rackets/products/yonex-2022-isometric-tr0-badminton-training-racket-strung-green,Yonex Isometric TR0 Badminton Training Racket helps increase muscular strength with this all-carbon muscle training racquet. The mesh cover assists shot development by adding air resistance to your swing. This improves strength and gives you the ability to deliver more powerful shots. Racket comes pre-strung with manufacturer strings.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yonex Muscle Power 2 Badminton Racket Strung,$34.99 CAD,https://yumo.ca/collections/badminton-rackets/products/yonex-2022-muscle-power-2-badminton-racket-strung-white-blue,Muscle Power locates the string on rounded archways that eliminate stress-load and fatigue through contact friction. This construction creates total unity of the string and frame through closer and tighter contact.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yonex Muscle Power 5 Strung badminton Racket [White/Red],$49.99 CAD,https://yumo.ca/collections/badminton-rackets/products/yonex-2022-muscle-power-5-strung-badminton-racket-white-red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yonex Muscle Power 8S Badminton Racket Strung [Blue],$59.99 CAD,https://yumo.ca/collections/badminton-rackets/products/yonex-2022-muscle-power-8s-badminton-racket-strung-cyan,Muscle Power locates the string on rounded archways that eliminate stress-load and fatigue through contact friction. This construction creates total unity of the string and frame through closer and tighter contact.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yonex Arcsaber 2 Ability Pre-Strung Badminton Racket,$89.99 CAD,https://yumo.ca/collections/badminton-rackets/products/yonex-arcsaber-2-ability-pre-strung-badminton-racket,Yonex Arcsaber 2 Ability Pre-Strung Badminton Racket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yonex Arcsaber 2 Clear Pre-Strung Badminton Racket,$89.99 CAD,https://yumo.ca/collections/badminton-rackets/products/yonex-arcsaber-2-clear-pre-strung-badminton-racket,Yonex Arcsaber 2 Clear Pre-Strung Badminton Racket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yonex Arcsaber 2 Feel Pre-Strung Badminton Racket,$89.99 CAD,https://yumo.ca/collections/badminton-rackets/products/yonex-arcsaber-2-feel-pre-strung-badminton-racket,Yonex Arcsaber 2 Feel Pre-Strung Badminton Racket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yonex Arcsaber 7 Play Strung Badminton Racket [Greyish Yellow],$79.99 CAD,https://yumo.ca/collections/badminton-rackets/products/yonex-arcsaber-7-play-strung-badminton-racket-greyish-yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yonex Arcsaber 7 Pro Unstrung Badminton Racket [Greyish Yellow],$269.99 CAD,https://yumo.ca/collections/badminton-rackets/products/yonex-arcsaber-7-pro-unstrung-badminton-racket-greyish-yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yonex Arcsaber 7 Tour Strung Badminton Racket [Greyish Yellow],$179.99 CAD,https://yumo.ca/collections/badminton-rackets/products/yonex-arcsaber-7-tour-strung-badminton-racket-greyish-yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yonex ASTROX 100 ZZ [Dark Navy],$900.00 CAD,https://yumo.ca/collections/badminton-rackets/products/yonex-astrox-100-zz-badminton-racket,"More precise weight distribution throughout the grip end, frame top and the joint increases the rotational power. These enhancements ensure the momentum for quicker consecutive shots. Namd *1 , which produces more flex and a faster snapback, is used throughout the frame and shaft, unleashing dramatic steep power. The synergy created from the Rotational Generator System enables continuous powerful attacks. The already slim shaft has been modified utilizing a high-quality graphite material, creating the slimmest shaft *2 to date in Yonex. It provides a smoother follow-through by reducing air resistance and generates rotational power through more flex and a faster snapback. The original ISOMETRIC frame has also evolved into a more ISOMETRIC shape, expanding the sweet spot. Designed for reduced power loss from off-center shots, the 2.9% larger sweet spot increases power. Release date March 20 th , 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yonex Astrox 22 LT Pre-Strung Badminton Racket [Black/Red],$149.99 CAD,https://yumo.ca/collections/badminton-rackets/products/yonex-astrox-22-lt-pre-strung-badminton-racket-black-red,"Ensures a stronger more flexible frame, while increased shaft flex creates maximum power. Combines solid hitting feel and quick swing. Enlarged Sweet Spot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yonex Astrox 22 RX Strung Badminton Racket [Black/Gold],$189.99 CAD,https://yumo.ca/collections/badminton-rackets/products/yonex-astrox-22-rx-strung-badminton-racket-black-gold,"Ensures a stronger more flexible frame, while increased shaft flex creates maximum power. Combines solid hitting feel and quick swing. Enlarged Sweet Spot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yonex Astrox 70 Unstrung Badminton Racket [Sax],$239.99 CAD,https://yumo.ca/collections/badminton-rackets/products/yonex-astrox-70-unstrung-badminton-racket-sax,"- Effortless shuttle flight with easy swing and power - Head heavy racquets, seeking steep smashes Made in Japan *Replacement model for Astrox 66",,,,,"Head heavy racquets, seeking steep smashes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yonex ASTROX 77 Play Strung Badminton Racket [High Orange],$84.99 CAD,https://yumo.ca/collections/badminton-rackets/products/yonex-astrox-77-play-strung-badminton-racket-high-orange,"LAUNCH DATE: Oct 21, 2022 New ASTROX 77: This Power Is Ours TOKYO, Japan – Power is an integral characteristic of the ASTROX family. For racquets in the ASTROX line-up, the head-heavy nature of the series means strength is pertinent to unlocking the raw power. The brand new ASTROX 77 is different -- power is effortless and accessible to all. The new ASTROX 77 is designed with a mid-flex shaft and a maneuverable, slightly heavy head which grants extra power for a wide range of players from intermediate to advanced. This second-generation sports improvements in the hitting feel by enhancing shock absorption, and in power by balancing snapback and flex. The racquet will hit store shelves worldwide in late October. The original ASTROX 77 is designed for intermediate to advanced players looking to dominate the court with steep smashes. It is equipped with the Rotational Generator System that enables quick recovery for a continuous stream of powerful attacks. The racquet utilizes NamdTM throughout the shaft producing more flex and a faster snapback. The new ASTROX 77 is a further evolved version of its predecessor, featuring new technologies for better performances and a 2.9% increase in smash power. The joint at the bottom of the frame is composed of a new resin material, Flex Fuse, which combines a shock-absorbing material with base resin for a softer feel on impact. The new elongated shaft is equipped with NamdTM, a carbon-graphite material that generates quick snapback to accompany the extra flex. The addition of the E.B.CAP PLUS (Energy Boost Cap Plus) is used for further snapback. The new ASTROX 77 will be seen in the hands of Tokyo Olympic Gold Medalist, Chen Yu Fei (CHN), World Tour Finals 2021 champion, An Se Young (KOR), 2022 World Championships mixed doubles winner, Huang Ya Qiong (CHN), and 2022 Malaysia Masters champion, Fajar Alfian (INA). The racquets are scheduled for a global launch on October 21st, 2022, in three different models, PRO, TOUR and PLAY – each developed with the same performance concept but with variations in performance materials used.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oct 21, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yonex ASTROX 77 Pro Unstrung Badminton Racket [High Orange],$269.99 CAD,https://yumo.ca/collections/badminton-rackets/products/yonex-astrox-77-pro-unstrung-badminton-racket-high-orange,"New ASTROX 77: This Power Is Ours TOKYO, Japan – Power is an integral characteristic of the ASTROX family. For racquets in the ASTROX line-up, the head-heavy nature of the series means strength is pertinent to unlocking the raw power. The brand new ASTROX 77 is different -- power is effortless and accessible to all. The new ASTROX 77 is designed with a mid-flex shaft and a maneuverable, slightly heavy head which grants extra power for a wide range of players from intermediate to advanced. This second-generation sports improvements in the hitting feel by enhancing shock absorption, and in power by balancing snapback and flex. The racquet will hit store shelves worldwide in late October. The original ASTROX 77 is designed for intermediate to advanced players looking to dominate the court with steep smashes. It is equipped with the Rotational Generator System that enables quick recovery for a continuous stream of powerful attacks. The racquet utilizes NamdTM throughout the shaft producing more flex and a faster snapback. The new ASTROX 77 is a further evolved version of its predecessor, featuring new technologies for better performances and a 2.9% increase in smash power. The joint at the bottom of the frame is composed of a new resin material, Flex Fuse, which combines a shock-absorbing material with base resin for a softer feel on impact. The new elongated shaft is equipped with NamdTM, a carbon-graphite material that generates quick snapback to accompany the extra flex. The addition of the E.B.CAP PLUS (Energy Boost Cap Plus) is used for further snapback. The new ASTROX 77 will be seen in the hands of Tokyo Olympic Gold Medalist, Chen Yu Fei (CHN), World Tour Finals 2021 champion, An Se Young (KOR), 2022 World Championships mixed doubles winner, Huang Ya Qiong (CHN), and 2022 Malaysia Masters champion, Fajar Alfian (INA). The racquets are scheduled for a global launch on October 21st, 2022, in three different models, PRO, TOUR and PLAY – each developed with the same performance concept but with variations in performance materials used.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oct 21, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
